username,first_name,last_name,middle_name,email,gender,birth_date,mobile_number,department
2021-5414-MN-0,Karista,dela Cruz ,Velásquez ,kvdela cruz@iskolarngbayan.pup.edu.ph,F,2002-01-24,(0999) 1623519,DEM
2021-6980-MN-0,Kelvina,Bueno ,Viernes ,kvbueno@iskolarngbayan.pup.edu.ph,M,2004-12-29,(0954) 4831289,BSA
2021-7208-MN-0,Abbagail,Salcedo ,Dionisio ,adsalcedo@iskolarngbayan.pup.edu.ph,F,2002-08-14,(0945) 5430219,DPA
2021-8648-MN-0,Meyer,Lorenzo ,Sy ,mslorenzo@iskolarngbayan.pup.edu.ph,F,2003-12-12,(0916) 9016406,BSRE
2021-7936-MN-0,Marquell,Tamayo ,Recto ,mrtamayo@iskolarngbayan.pup.edu.ph,M,2002-04-20,(0927) 2708823,DMET
2021-4770-MN-0,Shantiel,Ramírez ,Dizon ,sdramírez@iskolarngbayan.pup.edu.ph,F,2002-11-13,(0927) 1878544,BSIE
2021-2233-MN-0,Naeem,Rojo ,Marquez ,nmrojo@iskolarngbayan.pup.edu.ph,M,2004-06-17,(0953) 1784221,BSHM
2021-8140-MN-0,Milly,Cañete ,Silvestre ,mscañete@iskolarngbayan.pup.edu.ph,M,2004-07-26,(0978) 2912349,MEM-IL
2021-0199-MN-0,Jeanee,Pascual ,Mendoza ,jmpascual@iskolarngbayan.pup.edu.ph,F,2004-05-12,(0963) 9996797,BAJ
2021-8723-MN-0,Nickoles,Montero ,Dulay ,ndmontero@iskolarngbayan.pup.edu.ph,M,2002-01-03,(0926) 6989624,ABLCS
2021-1136-MN-0,Shaketa,Santiago ,Cano ,scsantiago@iskolarngbayan.pup.edu.ph,M,2002-10-29,(0905) 7445993,BSIE
2021-0330-MN-0,Cammeron,San Juan ,Manalo ,cmsan juan@iskolarngbayan.pup.edu.ph,F,2004-11-10,(0998) 3136916,DEM
2021-8374-MN-0,Deann,Evangelista ,Prado ,dpevangelista@iskolarngbayan.pup.edu.ph,M,2002-05-22,(0977) 6043623,DEM
2021-4673-MN-0,Sabrenia,Aragón ,Dulay ,sdaragón@iskolarngbayan.pup.edu.ph,F,2002-10-24,(0965) 1874383,BSBAHRM
2021-5795-MN-0,Yitty,Abdul ,Pasión ,ypabdul@iskolarngbayan.pup.edu.ph,M,2002-11-06,(0905) 2742606,BTLEd-IA
2021-7748-MN-0,Shehzad,Guinto ,Mohammad ,smguinto@iskolarngbayan.pup.edu.ph,F,2003-10-26,(0953) 5818101,BAJ
2021-0783-MN-0,Dorothy,Carreón ,Legaspi ,dlcarreón@iskolarngbayan.pup.edu.ph,F,2002-09-14,(0974) 3238387,BSMA
2021-5207-MN-0,Oakley,Yu ,Saysón ,osyu@iskolarngbayan.pup.edu.ph,F,2002-03-01,(0975) 6927407,BSCpE
2021-6885-MN-0,Olivia,Pancho ,Mata ,ompancho@iskolarngbayan.pup.edu.ph,M,2004-09-26,(0974) 5816609,BSOA
2021-9334-MN-0,Milton,Manuel ,Gallego ,mgmanuel@iskolarngbayan.pup.edu.ph,F,2002-11-12,(0999) 8244474,BSCpE
2021-6645-MN-0,Issa,Espíritu ,Espina ,ieespíritu@iskolarngbayan.pup.edu.ph,M,2002-05-03,(0917) 5518630,MAELT
2021-0769-MN-0,Eron,Hernández ,Carreón ,echernández@iskolarngbayan.pup.edu.ph,M,2002-07-17,(0979) 5060272,BSHM
2021-8265-MN-0,Clelia,de Asis ,Sandoval ,csde asis@iskolarngbayan.pup.edu.ph,F,2002-05-25,(0964) 1601016,ABF
2021-6441-MN-0,Reo,Navarro ,Bóndoc ,rbnavarro@iskolarngbayan.pup.edu.ph,M,2003-02-09,(0965) 7382689,BLIS
2021-3854-MN-0,Daneisha,Aquino,Felipe ,dfaquino@iskolarngbayan.pup.edu.ph,M,2004-07-10,(0975) 3714993,BSTM
2021-8690-MN-0,Kody,Villar ,Chua ,kcvillar@iskolarngbayan.pup.edu.ph,F,2002-03-20,(0953) 9027706,BSEd-SCI
2021-7584-MN-0,Joetta,Gregorio ,Esguerra ,jegregorio@iskolarngbayan.pup.edu.ph,F,2002-11-04,(0978) 1857947,ABF
2021-8130-MN-0,Rosendo,Solano ,Yu ,rysolano@iskolarngbayan.pup.edu.ph,F,2003-12-25,(0916) 5910041,BSE
2021-8278-MN-0,Carlina,Feliciano ,Saavedra ,csfeliciano@iskolarngbayan.pup.edu.ph,M,2003-08-17,(0954) 4992915,BSID
2021-6068-MN-0,Sarina,Prado ,Centeno ,scprado@iskolarngbayan.pup.edu.ph,M,2002-11-08,(0997) 2595615,ABLCS
2021-1392-MN-0,Graylin,Ancheta ,Barrios ,gbancheta@iskolarngbayan.pup.edu.ph,M,2003-03-01,(0965) 9222490,BS-ARCH
2021-4077-MN-0,Ying,Recto ,delos Santos ,ydrecto@iskolarngbayan.pup.edu.ph,F,2003-05-17,(0976) 7613983,DPA
2021-9970-MN-0,Dmitri,Barrientos ,Rubio ,drbarrientos@iskolarngbayan.pup.edu.ph,M,2002-07-06,(0954) 3004644,MAELT
2021-4461-MN-0,Keni,Oliveros ,García ,kgoliveros@iskolarngbayan.pup.edu.ph,F,2002-06-25,(0915) 7813041,BEEd
2021-9808-MN-0,Delio,Ledesma ,Centeno ,dcledesma@iskolarngbayan.pup.edu.ph,F,2003-09-15,(0927) 8285713,BSMATH
2021-4880-MN-0,Eytan,Alonzo ,Abella ,eaalonzo@iskolarngbayan.pup.edu.ph,F,2002-06-28,(0954) 2915240,DEM
2021-2035-MN-0,Ismeal,Quijano ,Cunanan ,icquijano@iskolarngbayan.pup.edu.ph,M,2004-08-13,(0978) 4658491,BSFT
2021-1253-MN-0,Canisha,Manabat ,Punzalán ,cpmanabat@iskolarngbayan.pup.edu.ph,F,2002-12-03,(0998) 8154719,ABELS
2021-4552-MN-0,Alvin,Luna ,Dizon ,adluna@iskolarngbayan.pup.edu.ph,M,2002-02-01,(0997) 3876799,MAELT
2021-9086-MN-0,Deitra,Esguerra ,Murillo ,dmesguerra@iskolarngbayan.pup.edu.ph,M,2004-08-02,(0905) 6460384,BSSTAT
2021-3555-MN-0,Marylynn,Plaza ,Carlos ,mcplaza@iskolarngbayan.pup.edu.ph,M,2002-10-10,(0927) 4582714,BSPSY
2021-4303-MN-0,Jackie,Mateo ,Espinosa ,jemateo@iskolarngbayan.pup.edu.ph,M,2002-02-13,(0953) 6212284,BSC
2021-0291-MN-0,Sumit,Basa ,Gregorio ,sgbasa@iskolarngbayan.pup.edu.ph,F,2003-02-24,(0997) 8348989,BSME
2021-8941-MN-0,Marcelus,Esguerra ,Eugenio ,meesguerra@iskolarngbayan.pup.edu.ph,F,2003-03-29,(0953) 5170368,DICT
2021-7415-MN-0,Tawnie,Ocampo ,Tobias ,ttocampo@iskolarngbayan.pup.edu.ph,M,2002-05-16,(0974) 4639712,PBDE
2021-8991-MN-0,Geroge,Ali ,Ruiz ,grali@iskolarngbayan.pup.edu.ph,F,2003-11-15,(0906) 4218221,BTLEd-HE
2021-6731-MN-0,Evert,Pelayo ,Ang ,eapelayo@iskolarngbayan.pup.edu.ph,M,2004-10-16,(0976) 7068272,BSMATH
2021-5257-MN-0,Leander,Pangilinan ,Lim ,llpangilinan@iskolarngbayan.pup.edu.ph,M,2004-07-28,(0977) 2797977,BACR
2021-6238-MN-0,Puja,Alejo ,Sabado ,psalejo@iskolarngbayan.pup.edu.ph,F,2003-09-05,(0975) 2764200,BSAPMATH
2021-0377-MN-0,Shyam,Solomón ,Bóndoc ,sbsolomón@iskolarngbayan.pup.edu.ph,M,2002-12-20,(0915) 6267197,BSEd-MATH
2021-3108-MN-0,Nicola,Montes ,Ferrer ,nfmontes@iskolarngbayan.pup.edu.ph,F,2004-06-18,(0945) 5277838,BSRE
2021-6320-MN-0,Taner,Hassan ,Ramos ,trhassan@iskolarngbayan.pup.edu.ph,M,2003-01-22,(0935) 7515496,BSESS
2021-1992-MN-0,Larinda,Mendez ,Mateo ,lmmendez@iskolarngbayan.pup.edu.ph,F,2004-12-03,(0915) 6108452,BAPS
2021-6480-MN-0,Tyra,Rojas ,Lee ,tlrojas@iskolarngbayan.pup.edu.ph,M,2004-10-08,(0927) 9320085,BSEd-SCI
2021-4940-MN-0,Chatara,Andal ,Domínguez ,cdandal@iskolarngbayan.pup.edu.ph,F,2004-01-06,(0963) 9639946,BSEd-SS
2021-9324-MN-0,Jaylyn,Rosario ,Alegre ,jarosario@iskolarngbayan.pup.edu.ph,M,2002-07-28,(0979) 7523855,BEEd
2021-4917-MN-0,Shanine,Montero ,dela Rosa ,sdmontero@iskolarngbayan.pup.edu.ph,M,2003-10-14,(0905) 5791605,BSMA
2021-0183-MN-0,Shenique,Panes ,Panes ,sppanes@iskolarngbayan.pup.edu.ph,F,2002-03-08,(0945) 1536030,BS-ARCH
2021-3856-MN-0,Malisha,de Castro ,Sunga ,msde castro@iskolarngbayan.pup.edu.ph,F,2003-08-11,(0979) 8738136,MBE
2021-7922-MN-0,Idrees,Cordero ,Marcelo ,imcordero@iskolarngbayan.pup.edu.ph,M,2003-02-20,(0977) 8732520,BSID
2021-4840-MN-0,Leshaun,Rosales ,Mahusay ,lmrosales@iskolarngbayan.pup.edu.ph,F,2003-02-28,(0937) 9883646,BSESS
2021-5269-MN-0,Annelies,Arcilla ,Águila ,aáarcilla@iskolarngbayan.pup.edu.ph,M,2004-03-20,(0917) 9160297,BSPSY
2021-5048-MN-0,Joellyn,Valenzuela ,Roldán ,jrvalenzuela@iskolarngbayan.pup.edu.ph,F,2003-08-19,(0977) 4002679,BSND
2021-3223-MN-0,Shawntaya,Bello ,Ilagan ,sibello@iskolarngbayan.pup.edu.ph,M,2004-03-10,(0975) 1413124,DEM
2021-9624-MN-0,Aleece,Narciso ,Chua ,acnarciso@iskolarngbayan.pup.edu.ph,M,2002-04-29,(0964) 7034323,MBA
2021-0593-MN-0,Takyra,Roxas ,Pelayo ,tproxas@iskolarngbayan.pup.edu.ph,M,2004-06-18,(0916) 3076414,ABELS
2021-6030-MN-0,Jaylynn,Baltazar ,Feliciano ,jfbaltazar@iskolarngbayan.pup.edu.ph,M,2004-04-30,(0915) 1125749,MEM-EL
2021-8184-MN-0,Shatera,Regalado ,Flores ,sfregalado@iskolarngbayan.pup.edu.ph,M,2003-09-19,(0906) 4182739,DEET
2021-4661-MN-0,Deitra,Quijano ,Ali ,daquijano@iskolarngbayan.pup.edu.ph,F,2003-07-12,(0978) 3751887,DEM
2021-9034-MN-0,Johathon,Chan ,Meneses ,jmchan@iskolarngbayan.pup.edu.ph,M,2003-10-01,(0905) 1335675,PBDE
2021-2334-MN-0,Pamla,Ferrer ,Matiás ,pmferrer@iskolarngbayan.pup.edu.ph,M,2004-10-19,(0998) 3167799,BAH
2021-7566-MN-0,Caila,Tuazon ,Sotto ,cstuazon@iskolarngbayan.pup.edu.ph,M,2004-09-26,(0964) 8159765,BSTM
2021-9175-MN-0,Bittany,Villarín ,Magno ,bmvillarín@iskolarngbayan.pup.edu.ph,F,2003-05-06,(0915) 2326389,BLIS
2021-5433-MN-0,Vance,Apostol ,Padua ,vpapostol@iskolarngbayan.pup.edu.ph,M,2002-03-26,(0973) 3645036,BSIE
2021-0718-MN-0,Estefani,Abdul ,Salas ,esabdul@iskolarngbayan.pup.edu.ph,M,2002-11-21,(0905) 3189621,BSID
2021-2385-MN-0,Ein,Antonio ,Alvarado ,eaantonio@iskolarngbayan.pup.edu.ph,M,2002-09-16,(0975) 4214581,BSHM
2021-3096-MN-0,Savoeun,Vicente ,Jacob ,sjvicente@iskolarngbayan.pup.edu.ph,F,2002-12-22,(0905) 9040723,BSBAHRM
2021-0760-MN-0,Kekoa,Espino ,Nepomuceno ,knespino@iskolarngbayan.pup.edu.ph,F,2004-08-26,(0936) 9450108,DECET
2021-5127-MN-0,Taffy,Bernabe ,Ang ,tabernabe@iskolarngbayan.pup.edu.ph,F,2004-04-11,(0916) 7474243,MEM-IL
2021-7661-MN-0,Ernestina,Quiambao ,Guinto ,egquiambao@iskolarngbayan.pup.edu.ph,M,2003-05-29,(0973) 8934140,BSTM
2021-2752-MN-0,Shalina,Arellano ,Cruz ,scarellano@iskolarngbayan.pup.edu.ph,M,2002-08-08,(0927) 6583618,BSPSY
2021-4773-MN-0,Jovanna,Arceo ,Alejandro ,jaarceo@iskolarngbayan.pup.edu.ph,F,2004-03-19,(0945) 9612517,BSEd-SCI
2021-9838-MN-0,Alta,Dimaano ,Rojas ,ardimaano@iskolarngbayan.pup.edu.ph,M,2002-02-01,(0955) 5853384,BSMATH
2021-7878-MN-0,Aviv,Guevarra ,Villegas ,avguevarra@iskolarngbayan.pup.edu.ph,M,2004-01-25,(0973) 5183728,BTLEd-ICT
2021-9926-MN-0,Porshia,Marcos ,Campos ,pcmarcos@iskolarngbayan.pup.edu.ph,M,2003-07-17,(0955) 7399896,MEM-IL
2021-5759-MN-0,Ysabel,Estrada ,Javier ,yjestrada@iskolarngbayan.pup.edu.ph,M,2003-09-25,(0955) 7626643,ABLCS
2021-9962-MN-0,Kena,Pascua ,Medina ,kmpascua@iskolarngbayan.pup.edu.ph,M,2003-09-16,(0975) 4622944,BSID
2021-7537-MN-0,Tiyana,Tecson ,San Jose ,tstecson@iskolarngbayan.pup.edu.ph,M,2003-05-30,(0906) 8771978,BSMA
2021-2648-MN-0,Travoris,Tan ,Benítez ,tbtan@iskolarngbayan.pup.edu.ph,F,2003-04-07,(0953) 7794958,MBE
2021-4276-MN-0,Missy,Dalisay ,Gallego ,mgdalisay@iskolarngbayan.pup.edu.ph,M,2003-09-16,(0978) 8865689,DCET
2021-7593-MN-0,Merrick,Fernández ,de Ocampo ,mdfernández@iskolarngbayan.pup.edu.ph,F,2004-10-30,(0937) 3239944,BSA
2021-2482-MN-0,Marco,Aguilar ,Córdova ,mcaguilar@iskolarngbayan.pup.edu.ph,M,2002-01-18,(0955) 9645639,BSESS
2021-1039-MN-0,Anise,Rivas ,Laurente ,alrivas@iskolarngbayan.pup.edu.ph,M,2003-05-26,(0974) 6546709,BS-ARCH
2021-0396-MN-0,Alanah,Florendo ,Mariano ,amflorendo@iskolarngbayan.pup.edu.ph,F,2004-03-12,(0998) 6730601,BSFT
2021-0354-MN-0,Jeree,Alejo ,Dimaano ,jdalejo@iskolarngbayan.pup.edu.ph,M,2004-01-08,(0936) 1075473,BSTM
2021-1619-MN-0,Liat,Gonzales ,dela Rosa ,ldgonzales@iskolarngbayan.pup.edu.ph,F,2002-12-01,(0935) 4363396,ABF
2021-0664-MN-0,Coleby,Pimentel ,Liwanag ,clpimentel@iskolarngbayan.pup.edu.ph,F,2003-01-09,(0953) 9579488,BSCHEM
2021-8579-MN-0,Ulysses,Imperial ,Ibáñez ,uiimperial@iskolarngbayan.pup.edu.ph,F,2002-08-25,(0963) 7368482,BSCHEM
2021-5040-MN-0,Jamile,Arellano ,Ismael ,jiarellano@iskolarngbayan.pup.edu.ph,F,2004-11-10,(0997) 3151776,DICT
2021-6880-MN-0,Makoto,Camacho ,Mateo ,mmcamacho@iskolarngbayan.pup.edu.ph,M,2004-02-16,(0997) 2057846,BSIT
2021-1264-MN-0,Korie,Ventura ,Gamboa ,kgventura@iskolarngbayan.pup.edu.ph,M,2003-07-24,(0975) 4986567,BSRE
2021-0757-MN-0,Adrien,Umali ,de Ocampo ,adumali@iskolarngbayan.pup.edu.ph,M,2002-05-20,(0917) 4405760,BSESS
2021-1876-MN-0,Chasity,de Asis ,Pangan ,cpde asis@iskolarngbayan.pup.edu.ph,M,2003-12-09,(0978) 9210463,BECEd
2021-2654-MN-0,Takasha,Hernández ,Ledesma ,tlhernández@iskolarngbayan.pup.edu.ph,M,2004-07-23,(0915) 5582316,BPEA
2021-4123-MN-0,Iyona,Bacus ,de los Santos ,idbacus@iskolarngbayan.pup.edu.ph,M,2002-09-01,(0916) 1239682,BSFT
2021-6906-MN-0,Yazan,Espino ,Luna ,ylespino@iskolarngbayan.pup.edu.ph,M,2004-11-24,(0954) 3937021,PBDE
2021-7074-MN-0,Lisabeth,Paglinawan ,Alcántara ,lapaglinawan@iskolarngbayan.pup.edu.ph,F,2004-01-05,(0965) 6912046,BSSTAT
2021-6214-MN-0,Christianne,Cabáhug ,Jacinto ,cjcabáhug@iskolarngbayan.pup.edu.ph,M,2002-12-24,(0953) 2057449,BSESS
2021-8904-MN-0,Derika,Pineda ,Zapanta ,dzpineda@iskolarngbayan.pup.edu.ph,F,2004-01-06,(0927) 8689234,BSBA-MM
2021-8223-MN-0,Blase,Benito ,Esteban ,bebenito@iskolarngbayan.pup.edu.ph,M,2002-11-17,(0979) 6376010,BAPS
2021-4982-MN-0,Zerrick,Ledesma ,de Jesús ,zdledesma@iskolarngbayan.pup.edu.ph,M,2003-12-01,(0905) 8744793,BSCpE
2021-6780-MN-0,Jerrid,Cortés ,Quijano ,jqcortés@iskolarngbayan.pup.edu.ph,M,2003-05-12,(0973) 6480862,BTLEd-IA
2021-1859-MN-0,Thavy,Raymundo ,Guillermo ,tgraymundo@iskolarngbayan.pup.edu.ph,F,2004-10-14,(0905) 2475064,BSIT
2021-3522-MN-0,Emmie,Gaspar ,Franco ,efgaspar@iskolarngbayan.pup.edu.ph,M,2004-03-10,(0905) 5129710,BSME
2021-4771-MN-0,Dametria,Dizon ,Tamayo ,dtdizon@iskolarngbayan.pup.edu.ph,F,2002-11-19,(0905) 1525202,BA Broadcasting
2021-0957-MN-0,Banessa,Rodríguez ,Villamor ,bvrodríguez@iskolarngbayan.pup.edu.ph,M,2003-12-21,(0905) 1261190,BSBA-MM
2021-4255-MN-0,Tuan,Padilla ,Santa Ana ,tspadilla@iskolarngbayan.pup.edu.ph,F,2003-08-13,(0963) 4694105,BSRE
2021-5124-MN-0,Nakeesha,Omar ,Raymundo ,nromar@iskolarngbayan.pup.edu.ph,F,2003-02-22,(0975) 6019744,BSEP
2021-1519-MN-0,Sharayah,Liwanag ,Umali ,suliwanag@iskolarngbayan.pup.edu.ph,F,2004-01-24,(0945) 6943822,BSBAHRM
2021-5110-MN-0,Elder,Guillermo ,Ang ,eaguillermo@iskolarngbayan.pup.edu.ph,F,2002-10-11,(0954) 5825060,BPEA
2021-0004-MN-0,Konrad,Enríquez ,Trinidad ,ktenríquez@iskolarngbayan.pup.edu.ph,M,2002-06-07,(0998) 6147822,BA Broadcasting
2021-3438-MN-0,Anela,Padua ,Domingo ,adpadua@iskolarngbayan.pup.edu.ph,F,2003-06-14,(0999) 6443351,BSCpE
2021-9012-MN-0,Marbella,Soriano ,Solano ,mssoriano@iskolarngbayan.pup.edu.ph,F,2002-05-07,(0997) 9471834,BSCS
2021-7328-MN-0,Kendel,Pepito ,Arceo ,kapepito@iskolarngbayan.pup.edu.ph,M,2002-10-09,(0976) 2609787,MEM-IL
2021-4219-MN-0,Albany,Dy ,Crisóstomo ,acdy@iskolarngbayan.pup.edu.ph,F,2003-04-16,(0917) 3473982,BAH
2021-9415-MN-0,Yehudah,Murillo ,Rodrigo ,yrmurillo@iskolarngbayan.pup.edu.ph,M,2002-01-01,(0976) 5164095,BSIE
2021-3102-MN-0,Jordin,Gallego ,Rojo ,jrgallego@iskolarngbayan.pup.edu.ph,F,2004-07-21,(0997) 3008939,BSFT
2021-5175-MN-0,Safiya,Fajardo ,Rico ,srfajardo@iskolarngbayan.pup.edu.ph,M,2003-03-04,(0965) 8915925,BSBA-MM
2021-1708-MN-0,Daneisha,Pérez ,Ariola ,dapérez@iskolarngbayan.pup.edu.ph,F,2004-09-18,(0974) 4853940,MAED-TCA
2021-3651-MN-0,Talayah,Adriano ,Andaya ,taadriano@iskolarngbayan.pup.edu.ph,M,2004-04-26,(0997) 1448358,MAEd-ME
2021-3779-MN-0,Tove,Múñoz ,Villareal ,tvmúñoz@iskolarngbayan.pup.edu.ph,M,2002-04-16,(0997) 6525089,BSPHY
2021-4712-MN-0,Estrellita,Ponce ,Nolasco ,enponce@iskolarngbayan.pup.edu.ph,M,2004-05-06,(0997) 9914788,BSMA
2021-3006-MN-0,Edilberto,Múñoz ,Ancheta ,eamúñoz@iskolarngbayan.pup.edu.ph,F,2003-08-07,(0916) 3743524,MBA
2021-4701-MN-0,Kortnie,Saysón ,Aragón ,kasaysón@iskolarngbayan.pup.edu.ph,M,2002-06-19,(0976) 4970372,DPA
2021-3561-MN-0,Equan,Miranda ,Fontanilla ,efmiranda@iskolarngbayan.pup.edu.ph,M,2002-01-29,(0977) 8229260,BSME
2021-2313-MN-0,Britiney,Alonzo ,delos Santos ,bdalonzo@iskolarngbayan.pup.edu.ph,F,2002-03-19,(0976) 1403243,MPA
2021-9328-MN-0,Loyda,Valenzuela ,Soriano ,lsvalenzuela@iskolarngbayan.pup.edu.ph,M,2004-05-15,(0945) 4801339,BSEP
2021-3131-MN-0,Mar,Martínez ,Rico ,mrmartínez@iskolarngbayan.pup.edu.ph,F,2003-07-29,(0975) 9282808,BSEE
2021-4157-MN-0,Vibol,Espina ,Espino ,veespina@iskolarngbayan.pup.edu.ph,M,2002-10-26,(0935) 9075375,BSAPMATH
2021-0949-MN-0,Lenore,Solano ,Rojas ,lrsolano@iskolarngbayan.pup.edu.ph,M,2003-06-09,(0945) 3267098,BPA
2021-8141-MN-0,Marquie,Zapanta ,Gallardo ,mgzapanta@iskolarngbayan.pup.edu.ph,F,2002-09-18,(0915) 5707278,BSSTAT
2021-9935-MN-0,Leyla,Guevarra ,Andrés ,laguevarra@iskolarngbayan.pup.edu.ph,F,2003-11-16,(0979) 7031325,DCET
2021-6440-MN-0,Raynold,Estrella ,Villaruel ,rvestrella@iskolarngbayan.pup.edu.ph,M,2004-07-21,(0963) 1015947,BSBA-MM
2021-3674-MN-0,Rosario,Briones ,Magpantay ,rmbriones@iskolarngbayan.pup.edu.ph,M,2002-02-17,(0963) 6012667,BSEd-SCI
2021-1613-MN-0,Mansour,Martínez ,Ledesma ,mlmartínez@iskolarngbayan.pup.edu.ph,M,2003-02-13,(0976) 1863722,MBA
2021-2592-MN-0,Shanita,delos Santos ,Ruiz ,srdelos santos@iskolarngbayan.pup.edu.ph,F,2002-02-15,(0917) 5453066,BSEd-SS
2021-8538-MN-0,Colburn,Lim ,Espina ,celim@iskolarngbayan.pup.edu.ph,F,2004-11-07,(0905) 6522382,DEET
2021-0607-MN-0,Lyssa,Palma ,Sarmiento ,lspalma@iskolarngbayan.pup.edu.ph,F,2003-01-10,(0927) 2155925,ABELS
2021-3422-MN-0,Jamale,Villaflor ,Bóndoc ,jbvillaflor@iskolarngbayan.pup.edu.ph,M,2004-12-24,(0935) 2488787,BSBAFM
2021-2949-MN-0,Holland,Tenorio ,Miguel ,hmtenorio@iskolarngbayan.pup.edu.ph,F,2003-12-24,(0906) 1873575,BSIE
2021-4668-MN-0,Ivane,Angeles ,Pepito ,ipangeles@iskolarngbayan.pup.edu.ph,F,2004-06-15,(0978) 1695282,BSBAFM
2021-6739-MN-0,Mina,Ronquillo ,Lucas ,mlronquillo@iskolarngbayan.pup.edu.ph,F,2003-10-30,(0973) 4193425,BSIT
2021-6537-MN-0,Tereasa,de los Santos ,López ,tlde los santos@iskolarngbayan.pup.edu.ph,M,2002-04-21,(0936) 7559307,BSEd-ENG
2021-3876-MN-0,Lekeshia,Angeles ,Prado ,lpangeles@iskolarngbayan.pup.edu.ph,M,2002-08-23,(0936) 1592272,BACR
2021-7308-MN-0,Alok,Magallanes ,Guevarra ,agmagallanes@iskolarngbayan.pup.edu.ph,M,2004-09-30,(0978) 3494858,BAS
2021-5472-MN-0,Rania,Coronel ,Donato ,rdcoronel@iskolarngbayan.pup.edu.ph,M,2004-06-17,(0916) 8465441,ABLCS
2021-6287-MN-0,Delphina,Policarpio ,Canlas ,dcpolicarpio@iskolarngbayan.pup.edu.ph,F,2004-10-09,(0927) 5858493,MLIS
2021-1693-MN-0,Janesa,Campos ,Zapanta ,jzcampos@iskolarngbayan.pup.edu.ph,M,2003-12-03,(0905) 2284276,BSTM
2021-8907-MN-0,Sheresa,Basa ,Dalisay ,sdbasa@iskolarngbayan.pup.edu.ph,M,2002-04-22,(0975) 1789886,BSIE
2021-8134-MN-0,Keni,Vicente ,Barrientos ,kbvicente@iskolarngbayan.pup.edu.ph,M,2004-11-02,(0977) 9177847,PBDE
2021-3655-MN-0,Tenielle,Bernabe ,Carlos ,tcbernabe@iskolarngbayan.pup.edu.ph,M,2003-12-23,(0954) 3853160,BSEd-MATH
2021-7019-MN-0,Rody,Cortez ,delos Santos ,rdcortez@iskolarngbayan.pup.edu.ph,F,2004-01-19,(0955) 5468163,BAS
2021-2109-MN-0,Martia,Luna ,Baltazar ,mbluna@iskolarngbayan.pup.edu.ph,F,2002-02-27,(0973) 7364699,BSAPMATH
2021-8536-MN-0,Shonta,Borja ,Delima ,sdborja@iskolarngbayan.pup.edu.ph,F,2003-06-13,(0999) 8080869,MEM-EL
2021-4557-MN-0,Felita,Cervantes ,Villamor ,fvcervantes@iskolarngbayan.pup.edu.ph,M,2003-10-28,(0974) 3478985,BAH
2021-3899-MN-0,Tahnee,Rodríguez ,Imperial ,tirodríguez@iskolarngbayan.pup.edu.ph,M,2004-01-31,(0997) 6355559,BAIS
2021-8366-MN-0,Breezy,Vidal ,Andal ,bavidal@iskolarngbayan.pup.edu.ph,F,2003-06-07,(0953) 2714148,BSTRM
2021-0277-MN-0,Brenden,San Pedro ,Delima ,bdsan pedro@iskolarngbayan.pup.edu.ph,F,2004-11-10,(0916) 9714496,BSEP
2021-2998-MN-0,Sarrah,Barrientos ,Solano ,ssbarrientos@iskolarngbayan.pup.edu.ph,M,2002-06-18,(0955) 5712721,MBA
2021-6916-MN-0,Shacarra,Clemente ,Lim ,slclemente@iskolarngbayan.pup.edu.ph,F,2002-08-06,(0997) 3971879,MBE
2021-7227-MN-0,Daivd,Solomón ,Vergara ,dvsolomón@iskolarngbayan.pup.edu.ph,M,2004-06-25,(0964) 3710937,DEET
2021-5062-MN-0,Trenice,Gabriel ,Tolentino ,ttgabriel@iskolarngbayan.pup.edu.ph,F,2002-11-17,(0915) 8191005,JD
2021-0427-MN-0,Valdemar,Jacinto ,Lucas ,vljacinto@iskolarngbayan.pup.edu.ph,M,2003-07-29,(0954) 2395385,DEM
2021-7771-MN-0,Alexas,Antonio ,de Ocampo ,adantonio@iskolarngbayan.pup.edu.ph,F,2003-05-12,(0915) 7015901,BSCS
2021-5802-MN-0,Marques,Lacson ,Suárez ,mslacson@iskolarngbayan.pup.edu.ph,M,2002-06-16,(0955) 7662911,DECET
2021-4296-MN-0,Odalis,San Jose ,Samson ,ossan jose@iskolarngbayan.pup.edu.ph,F,2003-11-19,(0955) 1085444,MPA
2021-2817-MN-0,Jamaar,Ballesteros ,Frias ,jfballesteros@iskolarngbayan.pup.edu.ph,M,2004-11-06,(0998) 8803613,BS-ARCH
2021-4078-MN-0,Stepanie,Musa ,Ramírez ,srmusa@iskolarngbayan.pup.edu.ph,F,2002-03-14,(0963) 4035125,BSCS
2021-2792-MN-0,Niel,Andaya ,Sandoval ,nsandaya@iskolarngbayan.pup.edu.ph,M,2004-05-19,(0915) 3903652,AB-PHILO
2021-1848-MN-0,Duyen,Mama ,Dalisay ,ddmama@iskolarngbayan.pup.edu.ph,F,2002-08-07,(0999) 8630297,BSEP
2021-7055-MN-0,Keva,Rojas ,Magbanua ,kmrojas@iskolarngbayan.pup.edu.ph,M,2002-03-02,(0905) 9860670,BTLEd-IA
2021-5240-MN-0,Dornell,Bacani ,Gatchalián ,dgbacani@iskolarngbayan.pup.edu.ph,M,2003-02-14,(0975) 7693295,ABF
2021-2934-MN-0,Shernita,Samson ,Baylón ,sbsamson@iskolarngbayan.pup.edu.ph,F,2003-07-31,(0973) 2397710,BSC
